drop_ratio,edge_util_std,frac_hot_switches,frac_saturated_edges,jain_fairness,max_edge_util,mean_edge_util,mean_hops,mean_latency,mean_switch_util,offered_load,p50_flow_rate,p95_flow_rate,p95_switch_util,policy,rate,sum_edge_cap,sum_edge_load,switch_util_gini,switch_util_std,throughput,topk_edge_load_share,topology,traffic_weighted_util,workload
0.1563,0.3284,0.3661,0.0653,0.8371,2.3961,0.2874,2.5495,3.5495,0.7494,3315705.4979,3.5943,5.9365,1.4588,eigrp_drill_configuration,20,40960000.0,11770276.6259,0.3148,0.4133,2797410.764,0.0006,informed_leaf_spine,0.2874,local_group_workload
0.5011,0.6567,0.7011,0.1516,0.881,4.7922,0.5747,2.5495,3.5495,1.4989,6631410.9957,4.116,6.6334,2.9175,eigrp_drill_configuration,40,40960000.0,23540553.2518,0.3148,0.8266,3308577.9228,0.0006,informed_leaf_spine,0.5747,local_group_workload
0.9476,1.5515,0.0065,0.0252,0.1628,65.9342,0.1557,4.8068,5.7793,0.157,662184.2172,0.0215,0.0358,0.1127,eigrp_drill_configuration,4,24576000.0,3827419.0028,0.9686,2.4137,34673.1575,0.0522,fat_tree,0.1557,incast
0.9701,16.1549,0.0467,0.0909,0.0309,659.3422,1.5574,4.8068,5.7793,1.57,6621842.1715,0.0215,0.0359,0.7548,eigrp_drill_configuration,40,24576000.0,38274190.0277,0.9697,24.1408,197787.424,0.0522,fat_tree,1.5574,incast
0.5289,0.7451,0.7833,0.7518,0.8962,5.6035,1.5983,4.9334,5.9334,1.6133,6620088.3906,3.9442,5.9855,2.9057,eigrp_drill_configuration,40,24576000.0,39279324.0781,0.2771,0.7824,3118457.7328,0.0004,fat_tree,1.5983,random_workload
0.0433,0.039,0.001,0.0003,0.8087,1.5806,0.0027,2.2771,3.2485,0.0045,20591.6892,0.1986,0.3444,0.0025,eigrp_drill_configuration,1,24576000.0,66967.3822,0.9882,0.056,19699.1825,0.0564,informed_fat_tree,0.0027,incast
0.1957,0.3784,0.4185,0.3217,0.8508,2.3961,0.8007,4.9353,5.9353,0.8081,3315705.4979,3.467,5.4651,1.4546,conga_configuration,20,24576000.0,19678447.4778,0.277,0.3917,2666732.2919,0.0004,fat_tree,0.8007,local_group_workload
0.9226,0.8516,0.0041,0.0026,0.1628,32.9671,0.0437,2.2682,3.2407,0.073,331092.1086,0.0215,0.0358,0.0141,conga_configuration,2,24576000.0,1073171.9774,0.9735,1.2271,25611.2538,0.093,informed_fat_tree,0.0437,incast
0.9676,8.5157,0.0053,0.0064,0.0309,329.6711,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0215,0.0359,0.1408,conga_configuration,20,24576000.0,10731719.7744,0.9735,12.271,107168.387,0.093,informed_fat_tree,0.4367,incast
0.0433,0.0353,0.001,0.0003,0.8139,1.5806,0.0037,3.4396,4.411,0.0047,20591.6892,0.2025,0.3458,0.0033,conga_configuration,1,24576000.0,90770.3057,0.9818,0.0551,19699.1825,0.0416,jellyfish,0.0037,incast
0.5395,0.7567,0.7835,0.7521,0.8957,4.7922,1.6014,4.9353,5.9353,1.6161,6631410.9957,3.8529,5.8921,2.9091,conga_configuration,40,24576000.0,39356894.9557,0.277,0.7834,3053908.4944,0.0004,fat_tree,1.6014,local_group_workload
0.9476,1.7031,0.0049,0.0028,0.0792,65.9342,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0215,0.0359,0.0282,conga_configuration,4,24576000.0,2146343.9549,0.9735,2.4542,34673.1575,0.093,informed_fat_tree,0.0873,incast
0.9701,17.0313,0.0053,0.0114,0.0263,659.3422,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0215,0.0359,0.2815,conga_configuration,40,24576000.0,21463439.5488,0.9735,24.542,197787.424,0.093,informed_fat_tree,0.8733,incast
0.0433,0.0358,0.001,0.0003,0.8139,1.5806,0.0037,3.4396,4.411,0.0047,20591.6892,0.2025,0.3458,0.0032,rip_configuration,1,24576000.0,90770.3057,0.9833,0.0551,19699.1825,0.0416,jellyfish,0.0037,incast
0.9915,8.1082,0.3858,0.131,0.0411,327.315,0.8007,4.9353,5.9353,0.8081,3315705.4979,0.0207,0.035,1.4681,rip_configuration,20,24576000.0,19678447.4778,0.3841,2.4012,28055.4828,0.0522,fat_tree,0.8007,local_group_workload
0.9477,1.8039,0.0038,0.0021,0.0777,261.4549,0.0437,2.2682,3.2407,0.073,331092.1086,0.0034,0.0319,0.0138,rip_configuration,2,24576000.0,1073171.9774,0.9779,1.2335,17306.7541,0.377,informed_fat_tree,0.0437,incast
0.9701,18.0393,0.0045,0.0059,0.0263,2614.549,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0034,0.032,0.1375,rip_configuration,20,24576000.0,10731719.7744,0.9779,12.3348,98863.8873,0.377,informed_fat_tree,0.4367,incast
0.0433,0.0357,0.001,0.0003,0.8139,1.5806,0.0037,3.4396,4.411,0.0047,20591.6892,0.2025,0.3458,0.0032,ospf_configuration,1,24576000.0,90770.3057,0.9831,0.0551,19699.1825,0.0416,jellyfish,0.0037,incast
0.9956,16.2164,0.7221,0.2705,0.0348,654.63,1.6014,4.9353,5.9353,1.6161,6631410.9957,0.0207,0.035,2.9362,rip_configuration,40,24576000.0,39356894.9557,0.3841,4.8023,28882.0606,0.0522,fat_tree,1.6014,local_group_workload
0.9602,3.6079,0.0038,0.0025,0.0463,522.9098,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0034,0.032,0.0275,rip_configuration,4,24576000.0,2146343.9549,0.9779,2.467,26368.6578,0.377,informed_fat_tree,0.0873,incast
0.9714,36.0786,0.0062,0.016,0.0241,5229.098,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0034,0.032,0.275,rip_configuration,40,24576000.0,21463439.5488,0.9779,24.6696,189482.9243,0.377,informed_fat_tree,0.8733,incast
0.0433,0.0357,0.001,0.0003,0.8087,1.5806,0.0037,3.4396,4.411,0.0047,20591.6892,0.1986,0.3444,0.0032,eigrp_configuration,1,24576000.0,90770.3057,0.9831,0.0551,19699.1825,0.0416,jellyfish,0.0037,incast
0.9476,1.561,0.0066,0.0289,0.0792,65.9342,0.1557,4.8068,5.7793,0.157,662184.2172,0.0215,0.0359,0.1024,conga_configuration,4,24576000.0,3827419.0028,0.9688,2.4137,34673.1575,0.0522,fat_tree,0.1557,incast
0.9701,15.6099,0.0524,0.0895,0.0263,659.3422,1.5574,4.8068,5.7793,1.57,6621842.1715,0.0215,0.0359,1.0241,conga_configuration,40,24576000.0,38274190.0277,0.9688,24.1373,197787.424,0.0522,fat_tree,1.5574,incast
0.5257,0.0766,0.0011,0.0012,0.7511,5.1781,0.0048,4.8007,5.7721,0.0049,20591.6892,0.0846,0.2135,0.0027,rip_configuration,1,24576000.0,118894.7386,0.9887,0.057,9765.7767,0.1117,fat_tree,0.0048,incast
0.5379,0.756,0.7832,0.7519,0.8944,5.6035,1.5983,4.9334,5.9334,1.6133,6620088.3906,3.8563,5.9243,2.9057,conga_configuration,40,24576000.0,39279324.0781,0.2771,0.7825,3059371.2046,0.0004,fat_tree,1.5983,random_workload
0.9915,8.1082,0.3858,0.131,0.0411,327.315,0.8007,4.9353,5.9353,0.8081,3315705.4979,0.0207,0.035,1.4681,ospf_configuration,20,24576000.0,19678447.4778,0.3841,2.4012,28055.4828,0.016,fat_tree,0.8007,local_group_workload
0.9477,1.8037,0.0038,0.0021,0.0778,261.4549,0.0437,2.2682,3.2407,0.073,331092.1086,0.0034,0.032,0.0138,ospf_configuration,2,24576000.0,1073171.9774,0.9779,1.2335,17312.4881,0.2087,informed_fat_tree,0.0437,incast
0.9701,18.0393,0.0045,0.0059,0.0263,2614.549,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0034,0.032,0.1375,ospf_configuration,20,24576000.0,10731719.7744,0.9779,12.3348,98863.8873,0.2087,informed_fat_tree,0.4367,incast
0.0433,0.0352,0.001,0.0003,0.8139,1.5806,0.0037,3.4396,4.411,0.0047,20591.6892,0.2025,0.3458,0.0032,ospf_ecmp_configuration,1,24576000.0,90770.3057,0.9817,0.0551,19699.1825,0.0416,jellyfish,0.0037,incast
0.9956,16.2164,0.7221,0.2705,0.0348,654.63,1.6014,4.9353,5.9353,1.6161,6631410.9957,0.0207,0.035,2.9362,ospf_configuration,40,24576000.0,39356894.9557,0.3841,4.8023,28882.0606,0.016,fat_tree,1.6014,local_group_workload
0.9602,3.6079,0.0038,0.0025,0.0463,522.9098,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0034,0.032,0.0275,ospf_configuration,4,24576000.0,2146343.9549,0.9779,2.467,26368.6578,0.2087,informed_fat_tree,0.0873,incast
0.9714,36.0786,0.0062,0.016,0.0241,5229.098,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0034,0.032,0.275,ospf_configuration,40,24576000.0,21463439.5488,0.9779,24.6696,189482.9243,0.2087,informed_fat_tree,0.8733,incast
0.9895,6.8825,0.3869,0.1376,0.058,262.6394,0.8007,4.9353,5.9353,0.8081,3315705.4979,0.0244,0.0532,1.4731,eigrp_configuration,20,24576000.0,19678447.4778,0.3821,2.0467,34970.7055,0.0327,fat_tree,0.8007,local_group_workload
0.9467,1.6327,0.0038,0.0018,0.1612,224.0741,0.0437,2.2682,3.2407,0.073,331092.1086,0.0051,0.0319,0.0139,eigrp_configuration,2,24576000.0,1073171.9774,0.9774,1.2319,17661.9038,0.3021,informed_fat_tree,0.0437,incast
0.9699,13.9186,0.004,0.0038,0.0318,1307.2745,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0063,0.032,0.1399,eigrp_configuration,20,24576000.0,10731719.7744,0.9776,12.3016,99748.6945,0.1117,informed_fat_tree,0.4367,incast
0.9596,3.2802,0.0039,0.0029,0.0812,520.3062,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0055,0.032,0.0277,eigrp_configuration,4,24576000.0,2146343.9549,0.9776,2.464,26762.7498,0.2507,informed_fat_tree,0.0873,incast
0.9713,27.8372,0.0054,0.0102,0.0267,2614.549,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0063,0.032,0.2797,eigrp_configuration,40,24576000.0,21463439.5488,0.9776,24.6033,190367.7315,0.1117,informed_fat_tree,0.8733,incast
0.2223,0.3954,0.4184,0.317,0.8554,2.4897,0.8007,4.9353,5.9353,0.8081,3315705.4979,3.3473,5.2472,1.4546,ospf_ecmp_configuration,20,24576000.0,19678447.4778,0.2771,0.3919,2578544.4254,0.0004,fat_tree,0.8007,local_group_workload
0.9226,0.8515,0.0041,0.0027,0.1628,32.9671,0.0437,2.2682,3.2407,0.073,331092.1086,0.0215,0.0358,0.0137,ospf_ecmp_configuration,2,24576000.0,1073171.9774,0.9731,1.2271,25611.2538,0.093,informed_fat_tree,0.0437,incast
0.9695,17.3802,0.0048,0.0054,0.0274,2610.4339,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0143,0.0356,0.1391,ospf_ecmp_configuration,20,24576000.0,10731719.7744,0.9772,12.3255,100986.8297,0.1862,informed_fat_tree,0.4367,incast
0.5576,0.7908,0.7834,0.7404,0.897,4.9793,1.6014,4.9353,5.9353,1.6161,6631410.9957,3.6973,5.663,2.9092,ospf_ecmp_configuration,40,24576000.0,39356894.9557,0.2771,0.7837,2933780.4783,0.0004,fat_tree,1.6014,local_group_workload
0.9476,1.703,0.0049,0.0028,0.0792,65.9342,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0215,0.0359,0.0273,ospf_ecmp_configuration,4,24576000.0,2146343.9549,0.9731,2.4542,34673.1575,0.093,informed_fat_tree,0.0873,incast
0.9711,34.7829,0.0056,0.0129,0.0247,5220.8678,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0142,0.0356,0.2782,ospf_ecmp_configuration,40,24576000.0,21463439.5488,0.9772,24.6513,191591.1324,0.1862,informed_fat_tree,0.8733,incast
0.1962,0.3785,0.4184,0.3225,0.8517,2.3961,0.8007,4.9353,5.9353,0.8081,3315705.4979,3.4705,5.4446,1.4546,eigrp_ecmp_configuration,20,24576000.0,19678447.4778,0.277,0.3917,2665259.0311,0.0004,fat_tree,0.8007,local_group_workload
0.9226,0.8514,0.0041,0.0026,0.3585,32.9671,0.0437,2.2682,3.2407,0.073,331092.1086,0.0215,0.0357,0.0137,eigrp_ecmp_configuration,2,24576000.0,1073171.9774,0.9731,1.2271,25611.2538,0.093,informed_fat_tree,0.0437,incast
0.9681,10.9854,0.0052,0.0071,0.039,1307.2745,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0204,0.0359,0.1391,eigrp_ecmp_configuration,20,24576000.0,10731719.7744,0.9743,12.2815,105595.2478,0.1274,informed_fat_tree,0.4367,incast
0.5383,0.757,0.7835,0.7503,0.8967,4.7922,1.6014,4.9353,5.9353,1.6161,6631410.9957,3.8651,5.8904,2.9091,eigrp_ecmp_configuration,40,24576000.0,39356894.9557,0.277,0.7835,3061600.2778,0.0004,fat_tree,1.6014,local_group_workload
0.9476,1.7028,0.0049,0.0028,0.1628,65.9342,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0215,0.0358,0.0274,eigrp_ecmp_configuration,4,24576000.0,2146343.9549,0.9731,2.4542,34673.1575,0.093,informed_fat_tree,0.0873,incast
0.9706,24.8206,0.0058,0.0123,0.0291,2614.549,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0189,0.0359,0.2792,eigrp_ecmp_configuration,40,24576000.0,21463439.5488,0.9754,24.5806,194743.9511,0.1256,informed_fat_tree,0.8733,incast
0.2137,0.3937,0.4184,0.322,0.8551,2.3961,0.8007,4.9353,5.9353,0.8081,3315705.4979,3.3942,5.2903,1.4546,ospf_drill_configuration,20,24576000.0,19678447.4778,0.2771,0.3918,2607269.7687,0.0004,fat_tree,0.8007,local_group_workload
0.9226,0.8529,0.0042,0.0027,0.1628,32.9671,0.0437,2.2682,3.2407,0.073,331092.1086,0.0215,0.0358,0.0137,ospf_drill_configuration,2,24576000.0,1073171.9774,0.9732,1.2271,25611.2538,0.093,informed_fat_tree,0.0437,incast
0.9694,16.8664,0.0043,0.0037,0.0276,2610.4339,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0153,0.0355,0.1391,ospf_drill_configuration,20,24576000.0,10731719.7744,0.9772,12.3179,101324.4787,0.1958,informed_fat_tree,0.4367,incast
0.5536,0.7874,0.7834,0.74,0.8981,4.7922,1.6014,4.9353,5.9353,1.6161,6631410.9957,3.7403,5.6768,2.9091,ospf_drill_configuration,40,24576000.0,39356894.9557,0.2771,0.7836,2960072.1744,0.0004,fat_tree,1.6014,local_group_workload
0.9476,1.7058,0.0049,0.0027,0.0792,65.9342,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0215,0.0359,0.0273,ospf_drill_configuration,4,24576000.0,2146343.9549,0.9732,2.4542,34673.1575,0.093,informed_fat_tree,0.0873,incast
0.971,33.721,0.006,0.0139,0.0248,5220.8678,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0153,0.0355,0.2786,ospf_drill_configuration,40,24576000.0,21463439.5488,0.9772,24.6357,191942.6368,0.1958,informed_fat_tree,0.8733,incast
0.5016,0.0748,0.0011,0.0012,0.7373,5.027,0.0048,4.8007,5.7721,0.0049,20591.6892,0.0872,0.2358,0.0027,ospf_configuration,1,24576000.0,118894.7386,0.9882,0.0569,10263.4692,0.1089,fat_tree,0.0048,incast
0.9467,1.469,0.0075,0.0037,0.0816,88.336,0.0779,4.8068,5.7793,0.0785,331092.1086,0.0101,0.026,0.014,rip_configuration,2,24576000.0,1913709.5014,0.9784,1.2305,17642.901,0.1176,fat_tree,0.0779,incast
0.97,14.6904,0.0092,0.0069,0.0265,883.3603,0.7787,4.8068,5.7793,0.785,3310921.0858,0.0101,0.0261,0.1402,rip_configuration,20,24576000.0,19137095.0139,0.9784,12.3049,99200.0342,0.1176,fat_tree,0.7787,incast
0.9913,8.0909,0.3843,0.1308,0.0393,325.3571,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0207,0.0352,1.4664,rip_configuration,20,24576000.0,19639662.0391,0.3841,2.3961,28677.4813,0.0522,fat_tree,0.7991,random_workload
0.1893,0.3768,0.4186,0.3266,0.8506,2.3961,0.8007,4.9353,5.9353,0.8081,3315705.4979,3.5031,5.4959,1.4546,eigrp_drill_configuration,20,24576000.0,19678447.4778,0.277,0.3917,2688136.5477,0.0004,fat_tree,0.8007,local_group_workload
0.9226,0.8523,0.0041,0.0027,0.3585,32.9671,0.0437,2.2682,3.2407,0.073,331092.1086,0.0215,0.0357,0.0137,eigrp_drill_configuration,2,24576000.0,1073171.9774,0.9732,1.2271,25611.2538,0.093,informed_fat_tree,0.0437,incast
0.9682,11.3623,0.0051,0.0064,0.0387,1307.2745,0.4367,2.2682,3.2407,0.7295,3310921.0858,0.0202,0.0359,0.1376,eigrp_drill_configuration,20,24576000.0,10731719.7744,0.9746,12.2853,105343.9349,0.1311,informed_fat_tree,0.4367,incast
0.5342,0.7536,0.7835,0.7496,0.897,4.7922,1.6014,4.9353,5.9353,1.6161,6631410.9957,3.9036,5.9297,2.9091,eigrp_drill_configuration,40,24576000.0,39356894.9557,0.277,0.7834,3088767.2939,0.0004,fat_tree,1.6014,local_group_workload
0.9476,1.7046,0.0049,0.0028,0.1628,65.9342,0.0873,2.2682,3.2407,0.1459,662184.2172,0.0215,0.0358,0.0275,eigrp_drill_configuration,4,24576000.0,2146343.9549,0.9732,2.4542,34673.1575,0.093,informed_fat_tree,0.0873,incast
0.9706,25.0242,0.006,0.0129,0.0291,2614.549,0.8733,2.2682,3.2407,1.4591,6621842.1715,0.0188,0.0359,0.279,eigrp_drill_configuration,40,24576000.0,21463439.5488,0.9755,24.5829,194657.6703,0.126,informed_fat_tree,0.8733,incast
0.1967,0.378,0.4168,0.32,0.8499,2.8018,0.7991,4.9334,5.9334,0.8067,3310044.1953,3.4503,5.4665,1.4528,conga_configuration,20,24576000.0,19639662.0391,0.2771,0.3912,2658857.1129,0.0004,informed_fat_tree,0.7991,random_workload
0.9226,0.7701,0.0058,0.0107,0.1628,32.9671,0.0596,3.4504,4.4229,0.0755,331092.1086,0.0215,0.0358,0.0245,conga_configuration,2,24576000.0,1464253.072,0.9711,1.2069,25611.2538,0.0682,jellyfish,0.0596,incast
0.9676,7.7012,0.0173,0.0488,0.0309,329.6711,0.5958,3.4504,4.4229,0.7553,3310921.0858,0.0215,0.0359,0.2453,conga_configuration,20,24576000.0,14642530.7203,0.9711,12.0687,107168.387,0.0682,jellyfish,0.5958,incast
0.5379,0.756,0.7832,0.7519,0.8944,5.6035,1.5983,4.9334,5.9334,1.6133,6620088.3906,3.8563,5.9243,2.9057,conga_configuration,40,24576000.0,39279324.0781,0.2771,0.7825,3059371.2046,0.0004,informed_fat_tree,1.5983,random_workload
0.9476,1.5402,0.0065,0.0217,0.0792,65.9342,0.1192,3.4504,4.4229,0.1511,662184.2172,0.0215,0.0359,0.0491,conga_configuration,4,24576000.0,2928506.1441,0.9711,2.4137,34673.1575,0.0682,jellyfish,0.1192,incast
0.9701,15.4023,0.0321,0.0525,0.0263,659.3422,1.1916,3.4504,4.4229,1.5107,6621842.1715,0.0215,0.0359,0.4907,conga_configuration,40,24576000.0,29285061.4406,0.9711,24.1374,197787.424,0.0682,jellyfish,1.1916,incast
0.9913,8.0909,0.3843,0.1308,0.0393,325.3571,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0207,0.0352,1.4664,rip_configuration,20,24576000.0,19639662.0391,0.3841,2.3961,28677.4813,0.0522,informed_fat_tree,0.7991,random_workload
0.9226,0.7797,0.0058,0.0105,0.1628,32.9671,0.0596,3.4504,4.4229,0.0755,331092.1086,0.0215,0.0358,0.0207,rip_configuration,2,24576000.0,1464253.072,0.9724,1.207,25611.2538,0.0682,jellyfish,0.0596,incast
0.9676,7.7967,0.0175,0.041,0.0309,329.6711,0.5958,3.4504,4.4229,0.7553,3310921.0858,0.0215,0.0359,0.2074,rip_configuration,20,24576000.0,14642530.7203,0.9724,12.0697,107168.387,0.0682,jellyfish,0.5958,incast
0.9955,16.1818,0.7219,0.2702,0.0327,650.7142,1.5983,4.9334,5.9334,1.6133,6620088.3906,0.0207,0.0352,2.9327,rip_configuration,40,24576000.0,39279324.0781,0.3841,4.7922,29706.5352,0.0522,informed_fat_tree,1.5983,random_workload
0.9476,1.5593,0.0067,0.0202,0.0792,65.9342,0.1192,3.4504,4.4229,0.1511,662184.2172,0.0215,0.0359,0.0415,rip_configuration,4,24576000.0,2928506.1441,0.9724,2.4139,34673.1575,0.0682,jellyfish,0.1192,incast
0.9701,15.5934,0.0277,0.0457,0.0263,659.3422,1.1916,3.4504,4.4229,1.5107,6621842.1715,0.0215,0.0359,0.4148,rip_configuration,40,24576000.0,29285061.4406,0.9724,24.1394,197787.424,0.0682,jellyfish,1.1916,incast
0.9913,8.0909,0.3843,0.1308,0.0393,325.3571,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0207,0.0352,1.4664,ospf_configuration,20,24576000.0,19639662.0391,0.3841,2.3961,28677.4813,0.016,informed_fat_tree,0.7991,random_workload
0.9226,0.7794,0.0058,0.0104,0.1628,32.9671,0.0596,3.4504,4.4229,0.0755,331092.1086,0.0215,0.0358,0.0207,ospf_configuration,2,24576000.0,1464253.072,0.9722,1.207,25611.2538,0.0682,jellyfish,0.0596,incast
0.9676,7.7756,0.02,0.0351,0.0309,329.6711,0.5958,3.4504,4.4229,0.7553,3310921.0858,0.0215,0.0359,0.2076,ospf_configuration,20,24576000.0,14642530.7203,0.9722,12.0684,107168.387,0.0682,jellyfish,0.5958,incast
0.9955,16.1818,0.7219,0.2702,0.0327,650.7142,1.5983,4.9334,5.9334,1.6133,6620088.3906,0.0207,0.0352,2.9327,ospf_configuration,40,24576000.0,39279324.0781,0.3841,4.7922,29706.5352,0.016,informed_fat_tree,1.5983,random_workload
0.9476,1.5589,0.0067,0.0201,0.0792,65.9342,0.1192,3.4504,4.4229,0.1511,662184.2172,0.0215,0.0359,0.0415,ospf_configuration,4,24576000.0,2928506.1441,0.9722,2.4139,34673.1575,0.0682,jellyfish,0.1192,incast
0.9701,15.5499,0.0331,0.0377,0.0263,659.3422,1.1916,3.4504,4.4229,1.5107,6621842.1715,0.0215,0.0359,0.4156,ospf_configuration,40,24576000.0,29285061.4406,0.9722,24.1369,197787.424,0.0682,jellyfish,1.1916,incast
0.9892,6.867,0.3854,0.1375,0.0555,260.1835,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0245,0.0533,1.4705,eigrp_configuration,20,24576000.0,19639662.0391,0.3821,2.0422,35627.7349,0.0327,informed_fat_tree,0.7991,random_workload
0.9226,0.7794,0.0058,0.0104,0.3585,32.9671,0.0596,3.4504,4.4229,0.0755,331092.1086,0.0215,0.0357,0.0207,eigrp_configuration,2,24576000.0,1464253.072,0.9722,1.207,25611.2538,0.0682,jellyfish,0.0596,incast
