drop_ratio,edge_util_std,frac_hot_switches,frac_saturated_edges,jain_fairness,max_edge_util,mean_edge_util,mean_hops,mean_latency,mean_switch_util,offered_load,p50_flow_rate,p95_flow_rate,p95_switch_util,policy,rate,sum_edge_cap,sum_edge_load,switch_util_gini,switch_util_std,throughput,topk_edge_load_share,topology,traffic_weighted_util,workload
0.9476,1.1809,0.0063,0.0137,0.1628,65.9342,0.0629,2.9173,3.8898,0.1464,662184.2172,0.0215,0.0358,0.0281,eigrp_drill_configuration,4,40960000.0,2576130.314,0.9768,2.441,34673.1575,0.0775,leaf_spine,0.0629,incast
0.9701,12.0945,0.0071,0.0201,0.0309,659.3422,0.6289,2.9173,3.8898,1.4639,6621842.1715,0.0215,0.0359,0.2802,eigrp_drill_configuration,40,40960000.0,25761303.1403,0.9768,24.4101,197787.424,0.0775,leaf_spine,0.6289,incast
0.9226,0.6249,0.0039,0.0037,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0138,conga_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9676,6.2494,0.0039,0.0039,0.0309,329.6711,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0215,0.0359,0.1375,conga_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,107168.387,0.0862,informed_leaf_spine,0.2827,incast
0.1567,0.3343,0.3657,0.1228,0.8376,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5907,5.9107,1.4525,conga_configuration,20,24576000.0,15140372.8621,0.2854,0.3896,2791412.0999,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2499,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,conga_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9701,12.4989,0.0039,0.0039,0.0263,659.3422,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0215,0.0359,0.275,conga_configuration,40,40960000.0,23158286.8103,0.9771,24.5742,197787.424,0.0862,informed_leaf_spine,0.5654,incast
0.5024,0.6687,0.7682,0.6073,0.883,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.113,6.5707,2.905,conga_configuration,40,24576000.0,30280745.7243,0.2854,0.7792,3294484.3402,0.0005,jellyfish,1.2321,random_workload
0.9561,1.4147,0.0039,0.0009,0.0557,191.7583,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0286,0.0136,rip_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14522.0065,0.4329,informed_leaf_spine,0.0283,incast
0.971,14.1471,0.004,0.0009,0.0248,1917.5835,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0038,0.0287,0.1356,rip_configuration,20,40960000.0,11579143.4051,0.9774,12.2872,96079.1398,0.4329,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,rip_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9644,2.8294,0.004,0.0009,0.0372,383.5167,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0038,0.0287,0.0271,rip_configuration,4,40960000.0,2315828.681,0.9774,2.4574,23583.9102,0.4329,informed_leaf_spine,0.0565,incast
0.9718,28.2942,0.004,0.0053,0.0234,3835.167,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0038,0.0287,0.2711,rip_configuration,40,40960000.0,23158286.8103,0.9774,24.5744,186698.1767,0.4329,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,rip_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9561,1.4146,0.0039,0.0009,0.0557,191.7583,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0286,0.0136,ospf_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14527.5572,0.1545,informed_leaf_spine,0.0283,incast
0.971,14.1471,0.004,0.0009,0.0248,1917.5835,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0038,0.0287,0.1356,ospf_configuration,20,40960000.0,11579143.4051,0.9774,12.2872,96079.1398,0.1545,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,ospf_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9644,2.8294,0.004,0.0009,0.0372,383.5167,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0038,0.0287,0.0271,ospf_configuration,4,40960000.0,2315828.681,0.9774,2.4574,23583.9102,0.1545,informed_leaf_spine,0.0565,incast
0.9718,28.2942,0.004,0.0053,0.0234,3835.167,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0038,0.0287,0.2711,ospf_configuration,40,40960000.0,23158286.8103,0.9774,24.5744,186698.1767,0.1545,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,ospf_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9462,1.4558,0.0075,0.0036,0.1716,86.8019,0.0779,4.8068,5.7793,0.0785,331092.1086,0.0103,0.0265,0.0141,eigrp_configuration,2,24576000.0,1913709.5014,0.9777,1.2297,17808.8418,0.1163,fat_tree,0.0779,incast
0.9689,12.0346,0.0103,0.0055,0.0358,450.0426,0.7787,4.8068,5.7793,0.785,3310921.0858,0.0161,0.0297,0.1424,eigrp_configuration,20,24576000.0,19137095.0139,0.978,12.199,103060.8766,0.0522,fat_tree,0.7787,incast
0.0433,0.0358,0.001,0.0003,0.8139,1.5806,0.0048,4.8007,5.7721,0.0049,20591.6892,0.2025,0.3458,0.0046,ospf_drill_configuration,1,24576000.0,118894.7386,0.9786,0.0551,19699.1825,0.0318,fat_tree,0.0048,incast
0.9892,6.867,0.3854,0.1375,0.0555,260.1835,0.7991,4.9334,5.9334,0.8067,3310044.1953,0.0245,0.0533,1.4705,eigrp_configuration,20,24576000.0,19639662.0391,0.3821,2.0422,35627.7349,0.0327,fat_tree,0.7991,random_workload
0.9556,1.4015,0.0039,0.0009,0.1034,188.8806,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0038,0.0287,0.0136,eigrp_configuration,2,40960000.0,1157914.3405,0.9774,1.2287,14706.657,0.4287,informed_leaf_spine,0.0283,incast
0.9705,11.0331,0.0041,0.001,0.0294,958.7917,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0068,0.0287,0.1356,eigrp_configuration,20,40960000.0,11579143.4051,0.9774,12.2871,97584.7753,0.0911,informed_leaf_spine,0.2827,incast
0.2849,0.4789,0.3718,0.1942,0.8233,4.907,0.6161,3.5734,4.5734,0.777,3310044.1953,2.8826,5.3333,1.466,eigrp_configuration,20,24576000.0,15140372.8621,0.2917,0.3981,2367103.5307,0.001,jellyfish,0.6161,random_workload
0.9633,2.4693,0.0039,0.0009,0.0614,302.0316,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0049,0.0287,0.0271,eigrp_configuration,4,40960000.0,2315828.681,0.9774,2.4574,24323.5854,0.2754,informed_leaf_spine,0.0565,incast
0.9715,21.7949,0.0041,0.0011,0.0257,1917.5835,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0071,0.0287,0.2713,eigrp_configuration,40,40960000.0,23158286.8103,0.9774,24.5743,188406.2462,0.0862,informed_leaf_spine,0.5654,incast
0.5932,0.9577,0.7604,0.4878,0.8476,9.8139,1.2321,3.5734,4.5734,1.5539,6620088.3906,3.2622,5.8751,2.9319,eigrp_configuration,40,24576000.0,30280745.7243,0.2917,0.7963,2692811.9095,0.001,jellyfish,1.2321,random_workload
0.9226,0.6229,0.0039,0.0036,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0137,ospf_ecmp_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9696,9.9214,0.0042,0.0016,0.0273,1189.757,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0105,0.0353,0.1359,ospf_ecmp_configuration,20,40960000.0,11579143.4051,0.9773,12.2871,100762.2403,0.0864,informed_leaf_spine,0.2827,incast
0.16,0.35,0.3673,0.1444,0.8391,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5831,5.862,1.4525,ospf_ecmp_configuration,20,24576000.0,15140372.8621,0.2856,0.3898,2780406.918,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2459,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,ospf_ecmp_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9711,19.8418,0.0043,0.0017,0.0246,2376.4911,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0105,0.0353,0.2718,ospf_ecmp_configuration,40,40960000.0,23158286.8103,0.9773,24.5742,191381.9089,0.0864,informed_leaf_spine,0.5654,incast
0.506,0.7,0.7671,0.5808,0.8852,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.0919,6.4838,2.905,ospf_ecmp_configuration,40,24576000.0,30280745.7243,0.2856,0.7796,3270575.4965,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6229,0.0039,0.0036,0.3585,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0357,0.0137,eigrp_ecmp_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.968,7.5001,0.004,0.0034,0.0393,885.7682,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.02,0.0359,0.1367,eigrp_ecmp_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,105814.0195,0.0862,informed_leaf_spine,0.2827,incast
0.1579,0.3419,0.3667,0.1341,0.8382,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5883,5.8918,1.4525,eigrp_ecmp_configuration,20,24576000.0,15140372.8621,0.2855,0.3898,2787423.3048,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2458,0.0039,0.0039,0.1628,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0358,0.0275,eigrp_ecmp_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9704,16.1466,0.0043,0.0029,0.0297,1791.2283,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0193,0.0359,0.2724,eigrp_ecmp_configuration,40,40960000.0,23158286.8103,0.9772,24.5742,195719.2236,0.0862,informed_leaf_spine,0.5654,incast
0.5037,0.6837,0.7672,0.5916,0.884,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.1061,6.5336,2.905,eigrp_ecmp_configuration,40,24576000.0,30280745.7243,0.2855,0.7795,3285316.1792,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6254,0.0039,0.0037,0.1628,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0358,0.0137,ospf_drill_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9696,10.116,0.0041,0.0016,0.0272,1303.1488,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0104,0.0354,0.1359,ospf_drill_configuration,20,40960000.0,11579143.4051,0.9773,12.2871,100634.0804,0.0915,informed_leaf_spine,0.2827,incast
0.1587,0.3482,0.367,0.1417,0.8387,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5867,5.8772,1.4525,ospf_drill_configuration,20,24576000.0,15140372.8621,0.2856,0.3898,2784760.4658,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2507,0.0039,0.0039,0.0792,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0359,0.0275,ospf_drill_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9711,20.2397,0.0042,0.0017,0.0246,2606.2975,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0102,0.0354,0.2717,ospf_drill_configuration,40,40960000.0,23158286.8103,0.9773,24.5742,191205.9326,0.0867,informed_leaf_spine,0.5654,incast
0.5048,0.6964,0.767,0.5832,0.8848,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.101,6.5052,2.905,ospf_drill_configuration,40,24576000.0,30280745.7243,0.2856,0.7796,3278375.3986,0.0005,jellyfish,1.2321,random_workload
0.9226,0.6239,0.0039,0.0037,0.3585,32.9671,0.0283,2.5244,3.4969,0.0728,331092.1086,0.0215,0.0357,0.0138,eigrp_drill_configuration,2,40960000.0,1157914.3405,0.9771,1.2287,25611.2538,0.0862,informed_leaf_spine,0.0283,incast
0.9678,7.1185,0.0039,0.0034,0.0402,576.1764,0.2827,2.5244,3.4969,0.7283,3310921.0858,0.0207,0.0359,0.1368,eigrp_drill_configuration,20,40960000.0,11579143.4051,0.9771,12.2871,106558.8922,0.0862,informed_leaf_spine,0.2827,incast
0.1573,0.3407,0.3666,0.1329,0.838,2.8018,0.6161,3.5734,4.5734,0.777,3310044.1953,3.5897,5.8997,1.4525,eigrp_drill_configuration,20,24576000.0,15140372.8621,0.2855,0.3898,2789225.3163,0.0005,jellyfish,0.6161,random_workload
0.9476,1.2478,0.0039,0.0039,0.1628,65.9342,0.0565,2.5244,3.4969,0.1457,662184.2172,0.0215,0.0358,0.0275,eigrp_drill_configuration,4,40960000.0,2315828.681,0.9771,2.4574,34673.1575,0.0862,informed_leaf_spine,0.0565,incast
0.9705,16.2966,0.0042,0.0029,0.0297,1884.164,0.5654,2.5244,3.4969,1.4566,6621842.1715,0.0192,0.0359,0.2724,eigrp_drill_configuration,40,40960000.0,23158286.8103,0.9772,24.5742,195674.9624,0.0862,informed_leaf_spine,0.5654,incast
0.5031,0.6814,0.7673,0.5939,0.8837,5.6035,1.2321,3.5734,4.5734,1.5539,6620088.3906,4.1097,6.5476,2.905,eigrp_drill_configuration,40,24576000.0,30280745.7243,0.2855,0.7795,3289309.4651,0.0005,jellyfish,1.2321,random_workload
0.9594,2.9117,0.0085,0.0038,0.0831,173.6037,0.1557,4.8068,5.7793,0.157,662184.2172,0.0103,0.0265,0.0281,eigrp_configuration,4,24576000.0,3827419.0028,0.9777,2.4595,26870.7455,0.1163,fat_tree,0.1557,incast
0.9707,23.6895,0.011,0.0122,0.0289,883.3603,1.5574,4.8068,5.7793,1.57,6621842.1715,0.0171,0.0303,0.2857,eigrp_configuration,40,24576000.0,38274190.0277,0.978,24.3846,194307.9372,0.0522,fat_tree,1.5574,incast
0.0433,0.0355,0.001,0.0003,0.8087,1.5806,0.0048,4.8007,5.7721,0.0049,20591.6892,0.1986,0.3444,0.0047,eigrp_drill_configuration,1,24576000.0,118894.7386,0.9783,0.0551,19699.1825,0.0318,fat_tree,0.0048,incast
0.9938,12.515,0.7236,0.2813,0.0563,411.5826,1.5983,4.9334,5.9334,1.6133,6620088.3906,0.031,0.0563,2.9463,eigrp_configuration,40,24576000.0,39279324.0781,0.3808,3.7332,41286.7899,0.0196,fat_tree,1.5983,random_workload
0.1577,0.3402,0.3674,0.1299,0.8379,2.3961,0.6171,3.5732,4.5732,0.7783,3315705.4979,3.5915,5.9153,1.4544,conga_configuration,20,24576000.0,15165040.8354,0.2853,0.3902,2792818.2471,0.0005,jellyfish,0.6171,local_group_workload
0.5039,0.6804,0.7682,0.6012,0.8834,4.7922,1.2341,3.5732,4.5732,1.5566,6631410.9957,4.1023,6.5588,2.9087,conga_configuration,40,24576000.0,30330081.6707,0.2853,0.7803,3289710.3317,0.0005,jellyfish,1.2341,local_group_workload
0.2905,0.4868,0.3734,0.1967,0.8217,5.5759,0.6171,3.5732,4.5732,0.7783,3315705.4979,2.8548,5.3219,1.4681,rip_configuration,20,24576000.0,15165040.8354,0.2916,0.3987,2352459.1674,0.001,jellyfish,0.6171,local_group_workload
0.5971,0.9737,0.761,0.491,0.8454,11.1519,1.2341,3.5732,4.5732,1.5566,6631410.9957,3.2321,5.8574,2.9361,rip_configuration,40,24576000.0,30330081.6707,0.2916,0.7974,2671685.0402,0.001,jellyfish,1.2341,local_group_workload
0.2905,0.4868,0.3734,0.1967,0.8217,5.5759,0.6171,3.5732,4.5732,0.7783,3315705.4979,2.8548,5.3219,1.4681,ospf_configuration,20,24576000.0,15165040.8354,0.2916,0.3987,2352459.1674,0.001,jellyfish,0.6171,local_group_workload
0.5971,0.9737,0.761,0.491,0.8454,11.1519,1.2341,3.5732,4.5732,1.5566,6631410.9957,3.2321,5.8574,2.9361,ospf_configuration,40,24576000.0,30330081.6707,0.2916,0.7974,2671685.0402,0.001,jellyfish,1.2341,local_group_workload
0.2905,0.4868,0.3734,0.1967,0.8217,5.5759,0.6171,3.5732,4.5732,0.7783,3315705.4979,2.8548,5.3219,1.4681,eigrp_configuration,20,24576000.0,15165040.8354,0.2916,0.3987,2352459.1674,0.001,jellyfish,0.6171,local_group_workload
0.5971,0.9737,0.761,0.491,0.8454,11.1519,1.2341,3.5732,4.5732,1.5566,6631410.9957,3.2321,5.8574,2.9361,eigrp_configuration,40,24576000.0,30330081.6707,0.2916,0.7974,2671685.0402,0.001,jellyfish,1.2341,local_group_workload
0.1627,0.3556,0.3688,0.1506,0.8398,2.3961,0.6171,3.5732,4.5732,0.7783,3315705.4979,3.577,5.8509,1.4544,ospf_ecmp_configuration,20,24576000.0,15165040.8354,0.2855,0.3904,2776397.3726,0.0005,jellyfish,0.6171,local_group_workload
0.5082,0.7112,0.7673,0.5755,0.8853,4.7922,1.2341,3.5732,4.5732,1.5566,6631410.9957,4.0731,6.4675,2.9087,ospf_ecmp_configuration,40,24576000.0,30330081.6707,0.2855,0.7807,3261254.4143,0.0005,jellyfish,1.2341,local_group_workload
0.9226,0.7712,0.0057,0.0147,0.1628,32.9671,0.0779,4.8068,5.7793,0.0785,331092.1086,0.0215,0.0358,0.0649,ospf_ecmp_configuration,2,24576000.0,1913709.5014,0.9684,1.2068,25611.2538,0.0522,fat_tree,0.0779,incast
0.9676,8.9032,0.0221,0.0278,0.0308,329.6711,0.7787,4.8068,5.7793,0.785,3310921.0858,0.0214,0.0359,0.1968,ospf_ecmp_configuration,20,24576000.0,19137095.0139,0.9727,12.0778,107127.5611,0.0522,fat_tree,0.7787,incast
0.2214,0.395,0.4168,0.3157,0.8549,2.8018,0.7991,4.9334,5.9334,0.8067,3310044.1953,3.3446,5.2459,1.4529,ospf_ecmp_configuration,20,24576000.0,19639662.0391,0.2772,0.3914,2577247.2827,0.0004,fat_tree,0.7991,random_workload
0.0618,0.0405,0.001,0.0003,0.8101,2.5242,0.0027,2.2771,3.2485,0.0045,20591.6892,0.1952,0.3442,0.0025,conga_configuration,1,24576000.0,66967.3822,0.9881,0.056,19318.9604,0.0719,informed_fat_tree,0.0027,incast
0.1598,0.3474,0.3686,0.1417,0.8388,2.3961,0.6171,3.5732,4.5732,0.7783,3315705.4979,3.5863,5.8842,1.4544,eigrp_ecmp_configuration,20,24576000.0,15165040.8354,0.2855,0.3903,2785896.9661,0.0005,jellyfish,0.6171,local_group_workload
0.5054,0.6949,0.7677,0.5845,0.8842,4.7922,1.2341,3.5732,4.5732,1.5566,6631410.9957,4.0933,6.5233,2.9087,eigrp_ecmp_configuration,40,24576000.0,30330081.6707,0.2855,0.7806,3279836.758,0.0005,jellyfish,1.2341,local_group_workload
0.1615,0.3573,0.3691,0.1528,0.8396,2.3961,0.6171,3.5732,4.5732,0.7783,3315705.4979,3.5816,5.8586,1.4544,ospf_drill_configuration,20,24576000.0,15165040.8354,0.2855,0.3903,2780072.3112,0.0005,jellyfish,0.6171,local_group_workload
0.5076,0.7146,0.7675,0.5739,0.8854,4.7922,1.2341,3.5732,4.5732,1.5566,6631410.9957,4.0795,6.4763,2.9087,ospf_drill_configuration,40,24576000.0,30330081.6707,0.2855,0.7807,3265417.918,0.0005,jellyfish,1.2341,local_group_workload
0.1591,0.3478,0.3684,0.1419,0.8386,2.3961,0.6171,3.5732,4.5732,0.7783,3315705.4979,3.5887,5.8935,1.4544,eigrp_drill_configuration,20,24576000.0,15165040.8354,0.2855,0.3903,2788296.0828,0.0005,jellyfish,0.6171,local_group_workload
0.505,0.6957,0.7677,0.5851,0.8841,4.7922,1.2341,3.5732,4.5732,1.5566,6631410.9957,4.0967,6.5309,2.9087,eigrp_drill_configuration,40,24576000.0,30330081.6707,0.2855,0.7806,3282754.6458,0.0005,jellyfish,1.2341,local_group_workload
0.1563,0.3171,0.3646,0.0652,0.8373,2.8018,0.3231,2.9981,3.9981,0.7523,3310044.1953,3.5912,5.9186,1.4571,conga_configuration,20,40960000.0,13233693.087,0.3099,0.4087,2792818.1111,0.0006,leaf_spine,0.3231,random_workload
0.5012,0.6342,0.7162,0.1572,0.8816,5.6035,0.6462,2.9981,3.9981,1.5046,6620088.3906,4.1165,6.6072,2.9142,conga_configuration,40,40960000.0,26467386.1739,0.3099,0.8174,3302033.4796,0.0006,leaf_spine,0.6462,random_workload
0.8519,1.1389,0.3647,0.0902,0.8844,13.2345,0.3231,2.9981,3.9981,0.7523,3310044.1953,0.608,0.9392,1.4575,rip_configuration,20,40960000.0,13233693.087,0.3115,0.415,490304.6504,0.003,leaf_spine,0.3231,random_workload
0.9259,2.2778,0.7163,0.1738,0.8765,26.4691,0.6462,2.9981,3.9981,1.5046,6620088.3906,0.608,0.9392,2.915,rip_configuration,40,40960000.0,26467386.1739,0.3115,0.83,490815.0168,0.003,leaf_spine,0.6462,random_workload
0.9476,1.5424,0.0064,0.0198,0.0792,65.9342,0.1557,4.8068,5.7793,0.157,662184.2172,0.0215,0.0359,0.1298,ospf_ecmp_configuration,4,24576000.0,3827419.0028,0.9684,2.4136,34673.1575,0.0522,fat_tree,0.1557,incast
0.9701,17.7877,0.0287,0.0439,0.0263,659.3422,1.5574,4.8068,5.7793,1.57,6621842.1715,0.0214,0.0359,0.394,ospf_ecmp_configuration,40,24576000.0,38274190.0277,0.9727,24.1554,197746.5981,0.0522,fat_tree,1.5574,incast
0.5568,0.79,0.7832,0.7401,0.8966,5.6035,1.5983,4.9334,5.9334,1.6133,6620088.3906,3.7,5.6624,2.9058,ospf_ecmp_configuration,40,24576000.0,39279324.0781,0.2772,0.7827,2934143.7639,0.0004,fat_tree,1.5983,random_workload
0.4716,0.0824,0.001,0.0005,0.5333,10.9246,0.0027,2.2771,3.2485,0.0045,20591.6892,0.052,0.3116,0.0025,rip_configuration,1,24576000.0,66967.3822,0.9899,0.0563,10881.3671,0.3267,informed_fat_tree,0.0027,incast
